ID_REF,GSM701542,GSM701543,GSM701544,GSM701545,no mutation,mutation,log 2 fold change,fold change
204766_s_at,290.96597,536.5798,353.44888,237.84045,413.772885,295.644665,-0.4849748634,0.7145095189
204767_s_at,1061.3273,1731.9923,1921.5215,1164.7129,1396.6598,1543.1172,0.1438669888,1.104862616
204768_s_at,551.35846,971.2105,1047.8271,906.78,761.28448,977.30355,0.3603710653,1.283756041
204769_s_at,108.67745,92.81247,66.29425,76.641815,100.74496,71.4680325,-0.4953376896,0.7093956115
204770_at,14.595986,5.4628186,15.174801,7.4268723,10.0294023,11.30083665,0.1721939542,1.1267707
204771_s_at,534.41235,769.4489,434.94394,387.58902,651.930625,411.26648,-0.6646449579,0.6308439337
204772_s_at,304.1538,567.64856,397.7603,290.18805,435.90118,343.974175,-0.3417008552,0.789110447
204773_at,69.710464,56.11046,51.18782,26.648746,62.910462,38.918283,-0.6928518944,0.618629744
204774_at,7.781313,4.1513743,8.179391,1.8342208,5.96634365,5.0068059,-0.2529565493,0.8391749108
204775_at,56.038403,174.582,130.45782,115.46457,115.3102015,122.961195,0.09268293711,1.066351402
204776_at,451.53293,284.9722,85.769646,103.88815,368.252565,94.828898,-1.957296898,0.2575104888
204777_s_at,41.107685,23.811325,16.509573,28.762363,32.459505,22.635968,-0.5200239963,0.6973602339
204778_x_at,1.9443324,30.770922,3.6650374,16.82148,16.3576272,10.2432587,-0.6752887348,0.6262068804
204779_s_at,30.57919,11.818659,1.667869,11.488267,21.1989245,6.578068,-1.688255246,0.3103019684
204780_s_at,398.33234,172.73851,157.14404,124.89294,285.535425,141.01849,-1.017785407,0.4938738862
204781_s_at,264.61823,98.960625,88.97861,71.94879,181.7894275,80.4637,-1.175858313,0.4426203499
204782_at,7.81085,42.29461,30.846804,22.15129,25.05273,26.499047,0.08097265347,1.057730914
204783_at,162.9618,411.16638,148.20747,126.64479,287.06409,137.42613,-1.062716527,0.4787297847
204784_s_at,358.33133,959.0602,360.08823,269.80197,658.695765,314.9451,-1.064511909,0.4781343933
204785_x_at,190.72508,231.01549,146.82625,113.949036,210.870285,130.387643,-0.6935486606,0.6183310418
204786_s_at,45.845196,77.709076,25.17419,37.703552,61.777136,31.438871,-0.9745235789,0.5089078749
204787_at,20.801922,4.569211,2.676115,3.5830252,12.6855665,3.1295701,-2.01915155,0.2467032198
204788_s_at,351.29474,357.9679,233.97679,187.81268,354.63132,210.894735,-0.7497968779,0.5946872797
204789_at,3.0106103,2.9638572,3.6528552,15.951875,2.98723375,9.8023651,1.71431975,3.281418838
204790_at,440.59753,215.35161,233.69978,181.45908,327.97457,207.57943,-0.6599204702,0.6329131859
204791_at,716.3633,547.9677,672.4365,372.08386,632.1655,522.26018,-0.2755335944,0.8261447042
204792_s_at,21.885506,33.727375,21.773687,15.520728,27.8064405,18.6472075,-0.5764594804,0.6706074983
204793_at,223.20773,84.00463,66.40172,65.972015,153.60618,66.1868675,-1.214619363,0.4308867488
204794_at,98.18091,87.886086,33.868652,38.283222,93.033498,36.075937,-1.366713406,0.3877736275
204795_at,115.89402,136.209,154.45195,82.644035,126.05151,118.5479925,-0.08854216835,0.9404726092
204796_at,130.59372,130.46799,226.7713,133.6192,130.530855,180.19525,0.4651701091,1.380480117
204797_s_at,371.78958,483.00763,621.2922,400.35284,427.398605,510.82252,0.2572399296,1.195189956
204798_at,33.09145,259.07538,111.38365,91.326035,146.083415,101.3548425,-0.5273773777,0.6938148489
204799_at,173.24431,196.08125,212.98383,157.3431,184.66278,185.163465,0.003906354498,1.002711348
204800_s_at,60.489407,103.95245,48.592205,34.98161,82.2209285,41.7869075,-0.9764546701,0.5082271419
204801_s_at,27.316032,2.3532724,5.2005854,2.8278582,14.8346522,4.0142218,-1.885778865,0.2705976349
204802_at,7.4626536,1.2170876,1.0164059,0.46270862,4.3398706,0.73955726,-2.55291827,0.1704099795
204803_s_at,23.122488,2.376128,5.4133487,13.43525,12.749308,9.42429935,-0.4359616731,0.7392008531
204804_at,130.8475,138.84634,121.123566,152.89499,134.84692,137.009278,0.02295102321,1.01603565
204805_s_at,735.1105,607.2217,426.1189,439.73917,671.1661,432.929035,-0.6325392882,0.6450400802
204806_x_at,509.30225,389.45563,402.67203,566.49176,449.37894,484.581895,0.108807989,1.078336904
204807_at,74.26981,68.011536,88.896385,47.41801,71.140673,68.1571975,-0.06180860676,0.9580623099
204808_s_at,249.1257,295.32224,304.46277,231.6276,272.22397,268.045185,-0.02231788569,0.9846494598
204809_at,1064.7114,916.4591,721.39716,438.2056,990.58525,579.80138,-0.7727223719,0.5853119456
204810_s_at,4.8280535,8.439114,2.003686,2.091725,6.63358375,2.0477055,-1.695780245,0.3086876683
204811_s_at,189.51526,175.40128,71.52859,54.147324,182.45827,62.837957,-1.537858362,0.3443963214
204812_at,284.69016,369.53928,417.47623,353.8409,327.11472,385.658565,0.2375274703,1.178970378
204813_at,123.840195,132.6502,53.215942,61.20592,128.2451975,57.210931,-1.164542074,0.4461058357
204814_at,61.973022,46.446148,22.457134,45.52627,54.209585,33.991702,-0.6733653615,0.6270422841
204815_s_at,6.064585,17.787378,6.372762,6.2813406,11.9259815,6.3270513,-0.9145028055,0.5305266741
204816_s_at,8.273617,2.0429168,21.24623,14.722439,5.1582669,17.9843345,1.801782446,3.486507164
204817_at,378.1657,388.35535,401.47333,311.5705,383.260525,356.521915,-0.1043346511,0.9302338533
204818_at,1.2049444,5.536213,0.82908773,0.37723967,3.3705787,0.6031637,-2.4823748,0.178949597
204819_at,290.74066,294.45752,190.11824,207.03972,292.59909,198.57898,-0.559212364,0.6786725823
204820_s_at,41.949066,114.90972,51.44046,18.913963,78.429393,35.1772115,-1.15675331,0.448520767
204821_at,5.222377,29.335653,17.945269,7.17173,17.279015,12.5584995,-0.4603568781,0.726806447
204822_at,1062.973,1725.9247,1307.8839,935.68414,1394.44885,1121.78402,-0.3139000788,0.8044640863
204823_at,149.88821,126.75325,75.6245,141.33948,138.32073,108.48199,-0.3505618394,0.784278611
204824_at,143.85046,137.7999,131.95241,77.904495,140.82518,104.9284525,-0.4244993821,0.7450972369
204825_at,1011.7248,1439.4524,1779.1886,977.2448,1225.5886,1378.2167,0.169327961,1.12453453
204826_at,200.27383,364.12268,273.69296,274.10977,282.198255,273.901365,-0.04305261112,0.970599074
204827_s_at,55.195675,144.48038,105.16374,86.18231,99.8380275,95.673025,-0.06147721683,0.958282404
204828_at,106.77154,137.20477,104.783165,81.207504,121.988155,92.9953345,-0.3915108252,0.762330855
204829_s_at,7.1986675,21.74763,1.145599,5.7996745,14.47314875,3.47263675,-2.059275413,0.2399365066
204830_x_at,2.5785935,9.180899,9.347959,2.9183173,5.87974625,6.13313815,0.06087155374,1.04309572
204831_at,402.69653,702.4493,726.2004,516.3127,552.572915,621.25655,0.1690243088,1.124297868
204832_s_at,858.324,835.37256,798.1438,483.96515,846.84828,641.054475,-0.4016565635,0.7569885777
204833_at,443.6757,331.6766,393.9342,223.5424,387.67615,308.7383,-0.3284675175,0.7963819802
204834_at,2.3751662,11.87706,9.229193,8.87434,7.1261131,9.0517665,0.3450839883,1.270224928
204835_at,373.40283,450.7784,1133.7058,661.9816,412.090615,897.8437,1.123502709,2.178753088
204836_at,1371.7025,2681.2534,2036.9625,2001.2706,2026.47795,2019.11655,-0.00525028744,0.996367392
204837_at,959.5447,612.6226,578.3196,564.54865,786.08365,571.434125,-0.4600956491,0.7269380619
204838_s_at,140.82822,247.84245,191.11789,136.57487,194.335335,163.84638,-0.2462044441,0.8431116246
204839_at,1275.8075,1614.357,1918.6454,1160.1355,1445.08225,1539.39045,0.09120759313,1.065261476
204840_s_at,51.75334,20.947355,39.317707,16.57234,36.3503475,27.9450235,-0.3793777678,0.7687690881
204841_s_at,70.73994,33.5748,45.162685,32.29989,52.15737,38.7312875,-0.4293716645,0.7425851323
204842_x_at,831.3528,784.42664,732.7066,500.6313,807.88972,616.66895,-0.3896621663,0.7633083263
204843_s_at,65.434975,82.93765,61.303425,35.57859,74.1863125,48.4410075,-0.6149241605,0.6529642176
204844_at,24.153303,36.271336,16.921179,0.53631663,30.2123195,8.728747815,-1.791290337,0.288913528
204845_s_at,19.831318,17.444756,4.6417956,5.0809097,18.638037,4.86135265,-1.938820222,0.2608296491
204846_at,90.644684,32.536407,42.783016,80.01063,61.5905455,61.396823,-0.00454490123,0.9968546715
204847_at,318.05286,467.63492,414.1528,246.9804,392.84389,330.5666,-0.2490151579,0.8414706412
204848_x_at,3.5567057,4.208694,2.745286,5.2044287,3.88269985,3.97485735,0.03384290097,1.023735417
204849_at,301.96576,278.1699,289.3202,179.85437,290.06783,234.587285,-0.306265483,0.8087325127
204850_s_at,147.89905,82.73737,82.28714,73.28328,115.31821,77.78521,-0.5680525744,0.6745266858
204851_s_at,121.01628,60.95178,86.37066,70.36567,90.98403,78.368165,-0.2153456215,0.8613397868
204852_s_at,30.335396,9.252958,3.9442246,34.892662,19.794177,19.4184433,-0.02764853419,0.9810179681
204853_at,421.45294,527.89856,561.41254,424.34464,474.67575,492.87859,0.05428996563,1.038347946
204854_at,43.367886,79.1362,34.93277,18.056652,61.252043,26.494711,-1.209053574,0.4325522824
204855_at,59.662388,7.35026,1.7875228,1.4920892,33.506324,1.639806,-4.352836367,0.0489401941
204856_at,6.219688,26.97573,4.1525755,18.367098,16.597709,11.25983675,-0.5597982078,0.6783970456
204857_at,81.25342,57.25706,45.985527,49.89114,69.25524,47.9383335,-0.5307434758,0.6921979261
204858_s_at,22.14905,17.749128,7.128882,12.117769,19.949089,9.6233255,-1.051715433,0.4823942336
204859_s_at,440.45453,323.2556,337.6013,221.5933,381.855065,279.5973,-0.449674731,0.7322079124
204860_s_at,34.374237,14.438787,39.09676,7.8201976,24.406512,23.4584788,-0.05715666775,0.9611565471
204861_s_at,60.50048,30.739683,46.17489,41.478806,45.6200815,43.826848,-0.05785409917,0.9606920145
204862_s_at,651.0736,631.72675,521.07794,452.37842,641.400175,486.72818,-0.398108443,0.7588525837
204863_s_at,42.658985,52.64477,137.64159,14.20343,47.6518775,75.92251,0.6719946308,1.593274263
204864_s_at,22.770374,20.616383,36.59121,12.513809,21.6933785,24.5525095,0.1786157352,1.131797405
204865_at,18.799776,24.260298,17.64075,13.050354,21.530037,15.345552,-0.4885302564,0.712750842
204866_at,941.35767,612.46796,1095.0555,447.51874,776.912815,771.28712,-0.01048468976,0.9927589108
204867_at,536.2596,447.71432,349.84222,244.061,491.98696,296.95161,-0.7283922232,0.6035761801
204868_at,871.5605,712.2426,695.1301,476.64407,791.90155,585.887085,-0.4346984359,0.7398483877
204869_at,11.846213,3.8710082,6.056493,12.051192,7.8586106,9.0538425,0.2042559428,1.152092012
204870_s_at,5.982987,11.28032,2.2825227,6.5489287,8.6316535,4.4157257,-0.9669863957,0.5115735589
204871_at,157.71443,161.19046,198.31218,84.644905,159.452445,141.4785425,-0.1725429579,0.8872773478
204872_at,747.3904,759.0175,558.6652,480.78574,753.20395,519.72547,-0.5352908035,0.6900195757
204873_at,437.02444,540.13245,425.53537,256.15692,488.578445,340.846145,-0.5194695504,0.6976282898
204874_x_at,10.518348,11.634608,9.226823,8.660286,11.076478,8.9435545,-0.308578988,0.8074366689
204875_s_at,166.42445,239.18431,175.5378,216.84451,202.80438,196.191155,-0.04782880964,0.9673911135
204876_at,24.308441,2.9355721,2.3662016,4.5655155,13.62200655,3.46585855,-1.97465455,0.2544308386
204877_s_at,45.206665,30.3044,44.212547,31.415152,37.7555325,37.8138495,0.002226660088,1.001544595
204878_s_at,32.633842,23.332764,35.30384,22.063557,27.983303,28.6836985,0.03566479775,1.02502905
204879_at,481.159,871.29205,841.53357,710.3909,676.225525,775.962235,0.1984819665,1.147490307
204880_at,146.14624,211.03001,89.31341,126.46882,178.588125,107.891115,-0.7270600918,0.6041337575
204881_s_at,1226.0409,784.687,882.2914,572.2234,1005.36395,727.2574,-0.4671798872,0.7233772407
204882_at,7.4292746,3.7703612,2.9406679,5.523198,5.5998179,4.23193295,-0.4040631432,0.7557268871
204883_s_at,375.6662,405.92078,310.35895,272.8923,390.79349,291.625625,-0.4222889404,0.7462397211
204884_s_at,31.904245,40.611965,35.601646,28.887083,36.258105,32.2443645,-0.1692564898,0.8893008749
204885_s_at,4.0423927,5.084781,3.562273,3.839187,4.56358685,3.70073,-0.3023583052,0.8109257305
204886_at,292.07172,536.14795,406.25012,255.06142,414.109835,330.65577,-0.3246833897,0.7984735982
204887_s_at,326.82382,627.8094,548.65784,412.47797,477.31661,480.567905,0.009793759296,1.006811611
204888_s_at,24.399134,25.383224,20.947424,9.798454,24.891179,15.372939,-0.6952415609,0.6176058997
204889_s_at,44.407005,35.01968,25.098429,16.959482,39.7133425,21.0289555,-0.9172465976,0.5295186498
204890_s_at,280.92233,336.91464,129.67537,145.49738,308.918485,137.586375,-1.166888592,0.4453808421
204891_s_at,648.96387,949.9234,244.60182,360.28012,799.443635,302.44097,-1.402342733,0.3783143136
204892_x_at,10519.78,10567.886,11638.516,12633.106,10543.833,12135.811,0.2028710974,1.150986648
204893_s_at,226.29585,183.32062,123.975876,110.372375,204.808235,117.1741255,-0.8056196972,0.5721162799
204894_s_at,25.065973,37.051575,12.897527,20.560257,31.058774,16.728892,-0.8926589876,0.5386204877
204895_x_at,25.11369,6.1137304,11.266528,10.049966,15.6137102,10.658247,-0.5508432253,0.6826210339
204896_s_at,5.646711,4.8684635,3.704493,3.9081106,5.25758725,3.8063018,-0.46601093,0.7239636014
204897_at,160.11606,71.06392,77.31311,75.75478,115.58999,76.533945,-0.5948447955,0.6621156815
204898_at,14.178125,23.642265,9.169338,10.833439,18.910195,10.0013885,-0.918963936,0.5288887026
204899_s_at,43.034977,114.465004,106.85365,61.74022,78.7499905,84.296935,0.09820042689,1.070437399
204900_x_at,268.70645,561.37427,465.46005,328.52786,415.04036,396.993955,-0.06413459636,0.9565189154
204901_at,60.07341,75.13816,57.652046,57.931553,67.605785,57.7917995,-0.2262819099,0.8548351225
204902_s_at,98.67595,64.91501,13.650504,14.877245,81.79548,14.2638745,-2.519655208,0.1743846298
204903_x_at,356.8773,223.04012,272.55734,264.36926,289.95871,268.4633,-0.1111225961,0.9258673416
204904_at,3.3337653,31.088213,1.288422,26.81688,17.21098915,14.052651,-0.2924876971,0.8164929324
204905_s_at,2185.1453,2436.4897,2074.777,1501.6818,2310.8175,1788.2294,-0.3698715034,0.7738514184
204906_at,266.8041,221.41628,125.382645,118.19061,244.11019,121.7866275,-1.003176789,0.49890022
204907_s_at,6.3952775,4.6333585,5.111594,4.250307,5.514318,4.6809505,-0.2363809582,0.8488720636
204908_s_at,38.88609,15.984455,30.489159,14.290516,27.4352725,22.3898375,-0.2931878479,0.8160967783
204909_at,89.17148,115.81475,108.85425,67.22952,102.493115,88.041885,-0.2192650604,0.8590029194
204910_s_at,0.8181837,0.9446887,2.688601,1.6789097,0.8814362,2.18375535,1.308883184,2.477496783
204911_s_at,18.094553,12.319831,18.981981,3.0833404,15.207192,11.0326607,-0.4629730232,0.7254896696
204912_at,35.650784,34.49001,25.99904,40.858055,35.070397,33.4285475,-0.06917309218,0.953184177
204913_s_at,395.89392,923.27734,1109.5448,569.16504,659.58563,839.35492,0.3477210132,1.272548827
204914_s_at,449.8241,860.73193,1021.65857,653.20184,655.278015,837.430205,0.3538618259,1.277976959
204915_s_at,192.25398,397.86734,476.87604,236.14812,295.06066,356.51208,0.2729393803,1.208267073
204916_at,68.853714,84.25316,57.048306,67.03278,76.553437,62.040543,-0.3032558381,0.8104213923
204917_s_at,51.698566,91.425934,55.314983,87.12558,71.56225,71.2202815,-0.006910610104,0.9952213842
204918_s_at,20.852062,67.411156,63.265095,30.57448,44.131609,46.9197875,0.08838413173,1.063178718
204919_at,44.57837,42.250362,20.728794,32.428604,43.414366,26.578699,-0.7079020277,0.6122097695
204920_at,228.79521,215.08499,188.28188,109.01991,221.9401,148.650895,-0.5782422069,0.6697793459
204921_at,104.890755,88.76019,80.336426,72.51079,96.8254725,76.423608,-0.3413682668,0.7892923838
204922_at,132.85486,179.58162,86.919846,61.956802,156.21824,74.438324,-1.069445434,0.4765021293
204923_at,18.232407,30.147196,15.799623,10.786231,24.1898015,13.292927,-0.8637401208,0.5495260885
204924_at,71.69576,55.11446,46.425503,61.301643,63.40511,53.863573,-0.2352891829,0.8495147
204925_at,200.29852,95.432884,140.96019,74.06554,147.865702,107.512865,-0.4597781496,0.7270980596
204926_at,18.319973,11.945325,16.518791,14.158862,15.132649,15.3388265,0.01952355712,1.01362468
204927_at,111.37857,193.66364,172.24724,117.20385,152.521105,144.725545,-0.07568929899,0.9488886472
204928_s_at,89.14395,69.28391,82.24282,35.554314,79.21393,58.898567,-0.427521621,0.7435379989
204929_s_at,40.191563,56.228703,60.582443,35.427402,48.210133,48.0049225,-0.006154060153,0.9957434156
204930_s_at,118.42323,150.54019,122.54199,87.82825,134.48171,105.18512,-0.354479346,0.7821518629
204931_at,7.576297,10.954715,45.913937,1.5189267,9.265506,23.71643185,1.355945301,2.559647779
204932_at,45.06347,35.283077,314.1131,31.269968,40.1732735,172.691534,2.10388943,4.298667222
204933_s_at,38.632618,34.757507,255.85095,27.165297,36.6950625,141.5081235,1.947227016,3.856325998
204934_s_at,125.54703,80.10303,28.403442,44.963623,102.82503,36.6835325,-1.486987015,0.3567568373
204935_at,69.45659,101.19787,123.75856,52.69508,85.32723,88.22682,0.04821107197,1.033982001
204936_at,11.072555,13.20202,14.33554,5.2592816,12.1372875,9.7974108,-0.3089735991,0.8072158462
204937_s_at,484.93515,341.2834,289.9227,209.47452,413.109275,249.69861,-0.7263356613,0.6044371916
204938_s_at,2.1194866,35.499302,0.5746227,1.3706896,18.8093943,0.97265615,-4.273379703,0.05171118934
204939_s_at,1.6936672,31.194405,2.162074,1.5594289,16.4440361,1.86075145,-3.143607179,0.1131566143
204940_at,2.2395165,16.08335,4.041835,0.39979756,9.16143325,2.22081628,-2.044483268,0.2424092628
204941_s_at,0.84496,0.4672194,0.58248264,1.4653337,0.6560897,1.02390817,0.6421213545,1.560622229
204942_s_at,9.306439,5.3749866,9.327562,1.950911,7.3407128,5.6392365,-0.3804203105,0.7682137489
204943_at,8.050573,24.397673,11.311282,15.988249,16.224123,13.6497655,-0.2492643288,0.8413253216
204944_at,551.25824,632.1123,524.84186,357.31494,591.68527,441.0784,-0.4237948675,0.7454611807
204945_at,18.766506,41.011955,21.169298,13.972786,29.8892305,17.571042,-0.7664260065,0.5878720096
204946_s_at,111.939896,132.53053,100.14258,79.187874,122.235213,89.665227,-0.4470394422,0.7335466172
204947_at,76.38309,66.39139,60.502563,92.61528,71.38724,76.5589215,0.1009042814,1.072445461
204948_s_at,837.26715,342.8139,626.5014,420.7526,590.040525,523.627,-0.1722745552,0.8874424346
204949_at,194.14827,384.49744,226.32884,200.12303,289.322855,213.225935,-0.4402973672,0.7369826867
204950_at,86.01191,90.75696,99.11621,43.94393,88.384435,71.53007,-0.3052424718,0.8093061861
204951_at,22.151415,32.043808,25.100147,39.57137,27.0976115,32.3357585,0.2549647602,1.193306595
204952_at,18.095284,63.238945,12.008545,5.2191586,40.6671145,8.6138518,-2.239132222,0.2118136953
204953_at,164.3192,10.239414,3.7336767,10.926511,87.279307,7.33009385,-3.573736072,0.08398432689
204954_s_at,11.058088,14.642814,5.519119,1.4980807,12.850451,3.50859985,-1.872851668,0.2730332072
204955_at,1058.2155,542.6573,584.95374,343.3911,800.4364,464.17242,-0.7861259718,0.57989919
204956_at,161.12798,315.66632,352.5363,199.86504,238.39715,276.20067,0.2123498305,1.158573708
204957_at,426.29272,522.9866,708.43774,503.5044,474.63966,605.97107,0.3524162644,1.276697084
204958_at,136.7072,54.468662,45.544468,39.41512,95.587931,42.479794,-1.170051704,0.4444054135
204959_at,9.574009,9.694291,1.3608856,11.54028,9.63415,6.4505828,-0.5787278747,0.6695539098
204960_at,7.129681,5.7883816,3.763122,5.409047,6.4590313,4.5860845,-0.4940548742,0.7100266723
204961_s_at,3.585121,6.6243477,3.0965986,2.973763,5.10473435,3.0351808,-0.7500534276,0.5945815378
204962_s_at,734.95105,904.9004,726.3847,592.2361,819.925725,659.3104,-0.3145353869,0.8041099089
204963_at,53.82753,45.403877,22.897028,18.888037,49.6157035,20.8925325,-1.24780943,0.4210870959
204964_s_at,35.594692,22.88922,1.5519952,2.8190842,29.241956,2.1855397,-3.741978327,0.07473986008
204965_at,1.4638325,12.840915,13.805152,12.397926,7.15237375,13.101539,0.8732422588,1.83177494
204966_at,107.8077,111.135574,41.671913,57.13486,109.471637,49.4033865,-1.147875286,0.4512893737
204967_at,344.48676,213.96626,234.26465,325.4191,279.22651,279.841875,0.003175942036,1.00220382
204968_at,78.19561,131.63942,63.204506,50.159027,104.917515,56.6817665,-0.8882989165,0.5402507532
204969_s_at,85.15612,125.60355,178.9748,84.937904,105.379835,131.956352,0.3244619736,1.252197368
204970_s_at,648.292,296.13803,216.85419,385.79715,472.215015,301.32567,-0.6481203339,0.6381111579
204971_at,38.409836,19.490883,17.57888,8.165538,28.9503595,12.872209,-1.169321608,0.4446303681
204972_at,10.999578,3.4556148,27.31095,12.1422,7.2275964,19.726575,1.448552641,2.729340974
204973_at,23.488127,14.794044,3.5135665,32.64024,19.1410855,18.07690325,-0.08252509689,0.9444032445
204974_at,15.382074,70.16901,20.271763,31.553762,42.775542,25.9127625,-0.7231233088,0.6057845509
204975_at,144.28545,207.07996,231.18169,169.69601,175.682705,200.43885,0.1901899927,1.140913956
204976_s_at,1510.8092,1390.7878,1871.6034,1418.4536,1450.7985,1645.0285,0.18126542,1.133877999
204977_at,633.9225,1171.6875,871.3998,665.3399,902.805,768.36985,-0.2326134983,0.8510917086
204978_at,292.50644,255.44461,257.05576,195.49658,273.975525,226.27617,-0.275962362,0.8258992113
204979_s_at,457.33624,160.32503,57.564728,71.91463,308.830635,64.739679,-2.254093753,0.209628423
204980_at,103.98156,174.70576,87.21109,79.07475,139.34366,83.14292,-0.744982041,0.596675299
204981_at,80.87023,70.05453,44.351032,36.84899,75.46238,40.600011,-0.8942774836,0.538016572
204982_at,58.4101,18.593122,12.0779915,3.1151218,38.501611,7.59655665,-2.341501283,0.1973049037
204983_s_at,2642.901,1491.849,4082.2495,3720.7573,2067.375,3901.5034,0.9162300551,1.887177411
204984_at,6409.3433,3633.811,6631.6157,5841.751,5021.57715,6236.68335,0.3126384627,1.241977005
204985_s_at,378.60245,427.28128,244.18729,194.84467,402.941865,219.51598,-0.8762457402,0.544783253
204986_s_at,27.27164,90.0864,43.15311,38.809475,58.67902,40.9812925,-0.5178792908,0.6983976982
204987_at,24.727428,25.614195,5.019138,22.148113,25.1708115,13.5836255,-0.8898831398,0.5396578295
204988_at,4.01829,7.4458656,35.561012,8.840693,5.7320778,22.2008525,1.95348498,3.873089877
204989_s_at,4.8830037,16.717688,3.477867,2.4265141,10.80034585,2.95219055,-1.871219763,0.2733422236
204990_s_at,21.931719,18.437233,23.107155,12.013793,20.184476,17.560474,-0.2009143469,0.8699990032
204991_s_at,33.85396,69.89037,41.637012,24.066055,51.872165,32.8515335,-0.6589998683,0.6333171847
204992_s_at,4010.651,4319.0293,3218.8687,3057.9216,4164.84015,3138.39515,-0.4082341138,0.7535451631
204993_at,131.48322,86.46406,61.253742,52.099236,108.97364,56.676489,-0.9431569049,0.5200935657
204994_at,188.57764,117.37679,95.75143,116.39429,152.977215,106.07286,-0.5282612157,0.6933899274
204995_at,116.933,182.55948,127.541504,99.98462,149.74624,113.763062,-0.396487577,0.7597056327
204996_s_at,3.5881493,0.9785855,12.849415,2.294224,2.2833674,7.5718195,1.729477008,3.316075854
204997_at,2.5004978,2.232932,2.0787404,4.5462646,2.3667149,3.3125025,0.4850356173,1.399620419
204998_s_at,1394.2213,139.61568,239.70363,180.22331,766.91849,209.96347,-1.868934907,0.2737754699
204999_s_at,444.96948,58.18895,32.066,37.109398,251.579215,34.587699,-2.86268179,0.1374823393
205000_at,14.394637,2702.5552,5.7748327,2.7926946,1358.474919,4.28376365,-8.30889333,0.003153362342
205001_s_at,7.5216746,1474.8572,2.900976,17.406668,741.1894373,10.153822,-6.189747542,0.01369936144
205002_at,42.91664,87.86047,89.41369,66.26104,65.388555,77.837365,0.2514247299,1.190382094
205003_at,474.6124,472.29733,326.70676,230.4251,473.454865,278.56593,-0.7652080785,0.5883685027
205004_at,135.38293,237.47975,267.86777,176.63322,186.43134,222.250495,0.2535422279,1.192130545
205005_s_at,211.7351,376.70465,290.19803,185.90959,294.219875,238.05381,-0.305606987,0.8091017305
205006_s_at,109.69234,197.75143,215.67592,163.89195,153.721885,189.783935,0.3040353025,1.234592817
205007_s_at,119.87103,195.56891,118.90525,107.04935,157.71997,112.9773,-0.4813324133,0.7163157589
205008_s_at,222.05453,344.3069,213.86,159.0433,283.180715,186.45165,-0.602921455,0.6584193066
205009_at,32.400955,18.345306,5.1908216,16.657227,25.3731305,10.9240243,-1.2157971,0.4305351403
205010_at,157.80238,250.9565,233.39581,116.58491,204.37944,174.99036,-0.2239746245,0.8562033441
205011_at,138.99635,188.98758,184.31158,120.954865,163.991965,152.6332225,-0.1035561132,0.9307359815
205012_s_at,300.02106,197.73811,213.67961,177.94792,248.879585,195.813765,-0.3459657096,0.7867811456
205013_s_at,78.331184,100.87361,61.17508,64.463936,89.602397,62.819508,-0.5123246832,0.7010918246
205014_at,2.6554623,1.6957546,1.8955816,3.1349034,2.17560845,2.5152425,0.2092785658,1.156109915
205015_s_at,12.075771,8.955037,3.2660828,1.7863723,10.515404,2.52622755,-2.057447778,0.2402406555
205016_at,158.67644,67.96279,34.923847,38.663326,113.319615,36.7935865,-1.622871389,0.3246885943
205017_s_at,93.19065,67.52986,80.333855,140.57416,80.360255,110.4540075,0.4588917164,1.374485528
205018_s_at,64.88599,22.727825,38.01415,35.08674,43.8069075,36.550445,-0.2612694018,0.8343534635
205019_s_at,66.11934,80.599945,46.44555,34.414127,73.3596425,40.4298385,-0.8595661677,0.5511182596
205020_s_at,1031.6217,1373.2303,1092.9938,1132.7042,1202.426,1112.849,-0.1116902601,0.9255031079
205021_s_at,180.784,129.18462,81.96025,126.70353,154.98431,104.33189,-0.5709419719,0.6731771106
205022_s_at,1114.5,1616.3988,993.5078,1050.1841,1365.4494,1021.84595,-0.4181981357,0.7483587089
205023_at,29.599125,47.001923,55.629715,36.297745,38.300524,45.96373,0.2631317486,1.20008097
205024_s_at,513.5908,597.22064,687.689,490.63394,555.40572,589.16147,0.08512104882,1.060776742
205025_at,20.977057,48.4403,43.150272,30.633654,34.7086785,36.891963,0.08801011908,1.06290313
205026_at,51.424004,62.77341,54.102978,40.250385,57.098707,47.1766815,-0.275384136,0.8262302945
205027_s_at,41.960617,47.274246,37.21659,3.1076136,44.6174315,20.1621018,-1.145961424,0.4518884463
205028_at,30.853188,50.61673,28.761936,29.693142,40.734959,29.227539,-0.4789390988,0.7175050551
205029_s_at,33.559944,112.66972,23.105108,19.804186,73.114832,21.454647,-1.768873935,0.2934376844
205030_at,102.80801,249.93883,74.00645,63.665726,176.37342,68.836088,-1.357396143,0.3902860646
205031_at,164.85553,237.83913,160.23465,162.94652,201.34733,161.590585,-0.3173431987,0.8025464505
205032_at,56.467724,93.00185,94.78488,63.756187,74.734787,79.2705335,0.08500475148,1.060691235
205033_s_at,40.86621,19.80776,7.621229,41.192284,30.336985,24.4067565,-0.3137971294,0.8045214941
205034_at,198.05429,144.9818,333.93042,166.10364,171.518045,250.01703,0.5436660011,1.457671874
205035_at,50.687798,75.57407,62.69352,55.67905,63.130934,59.186285,-0.09308419077,0.9375163846
205036_at,1298.7096,2438.0476,1469.5903,971.71783,1868.3786,1220.654065,-0.6141324295,0.6533226537
